D2, TICKS, ALPHA, EGS, ACCURACY, PROBLEM, CHOICE
1/2, 20, 3/5, 2/5, 0, 28.875, 1.1350002
1/2, 20, 3/5, 2/5, 1, 23.275, 1.1350002
1/2, 20, 3/5, 2/5, 1, 22.203, 1.1350002
1/2, 20, 3/5, 2/5, 0, 22.39, 1.1350002
1/2, 20, 3/5, 1/2, 0, 28.146, 1.1350002
1/2, 20, 3/5, 1/2, 1, 22.515, 1.1350002
1/2, 20, 3/5, 1/2, 1, 19.775, 1.1350002
1/2, 20, 3/5, 1/2, 0, 25.04, 1.1349983
1/2, 20, 3/5, 1/2, 0, 21.632, 1.1350002
1/2, 20, 3/5, 1/2, 1, 16.886, 1.1350002
1/2, 20, 3/5, 1/2, 1, 20.725, 1.1350002
1/2, 20, 3/5, 1/2, 0, 29.709, 1.1350002
1/2, 20, 3/5, 1/2, 1, 19.869, 1.1350002
1/2, 20, 3/5, 1/2, 0, 24.748, 1.085001
